"id","item_sub_type","grade","level","cost","exp","required_block","base_stat_growth_min","base_stat_growth_max","extra_stat_growth_min","extra_stat_growth_max","extra_skill_damage_growth_min","extra_skill_damage_growth_max","extra_skill_chance_growth_min","extra_skill_chance_growth_max"
"720","Belt","6","10","40","500000000","27000","500","800","300","600","0","0","0","0"
"721","Belt","6","11","40","600000000","29700","500","800","300","600","0","0","0","0"
"722","Belt","6","12","60","700000000","32400","1500","2000","1300","1800","900","900","800","800"
"723","Belt","6","13","60","850000000","35100","500","800","300","600","0","0","0","0"
"724","Belt","6","14","60","1000000000","37800","500","800","300","600","0","0","0","0"
"725","Belt","6","15","60","1150000000","40500","500","800","300","600","0","0","0","0"
"726","Belt","6","16","80","1300000000","43200","1500","2000","1300","1800","900","900","800","800"
"727","Belt","6","17","80","1450000000","45900","500","800","300","600","0","0","0","0"
"728","Belt","6","18","80","1600000000","48600","500","800","300","600","0","0","0","0"
"729","Belt","6","19","80","1750000000","51300","500","800","300","600","0","0","0","0"
"730","Belt","6","20","120","1900000000","54000","1500","2000","1300","1800","900","900","800","800"
"731","Belt","6","21","120","2050000000","56700","500","800","300","600","0","0","0","0"
"732","Belt","6","22","120","2200000000","59400","500","800","300","600","0","0","0","0"
"733","Belt","6","23","120","2350000000","62100","500","800","300","600","0","0","0","0"
"734","Belt","6","24","160","2500000000","64800","1500","2000","1300","1800","900","900","800","800"
"735","Belt","6","25","160","2650000000","67500","500","800","300","600","0","0","0","0"
"736","Belt","6","26","320","2800000000","70200","300","500","240","400","0","0","0","0"
"737","Belt","6","27","480","2950000000","72900","300","500","240","400","0","0","0","0"
"738","Belt","6","28","640","3100000000","75600","780","1300","720","1200","900","900","800","800"
"739","Belt","6","29","800","3250000000","78300","240","400","180","300","0","0","0","0"
"740","Belt","6","30","960","3400000000","81000","240","400","180","300","0","0","0","0"
"741","Belt","6","31","1200","3550000000","83700","240","400","180","300","0","0","0","0"
"742","Belt","6","32","1500","3700000000","86400","480","800","480","800","900","900","800","800"
"743","Belt","6","33","3000","3850000000","89100","180","300","120","200","0","0","0","0"
"744","Belt","6","34","5000","4000000000","91800","180","300","120","200","0","0","0","0"
"745","Belt","6","35","8000","4150000000","94500","180","300","120","200","0","0","0","0"
"746","Belt","6","36","12000","4300000000","97200","360","600","300","500","900","900","800","800"
"747","Belt","6","37","20000","4450000000","99900","120","200","90","150","0","0","0","0"
"748","Belt","6","38","40000","4600000000","102600","120","200","90","150","0","0","0","0"
"749","Belt","6","39","80000","4750000000","105300","120","200","90","150","0","0","0","0"
"750","Belt","6","40","160000","4900000000","108000","240","400","180","300","900","900","800","800"
"751","Necklace","6","1","0","15000000","2700","500","800","300","600","0","0","0","0"
"752","Necklace","6","2","0","25000000","5400","500","800","300","600","0","0","0","0"
"753","Necklace","6","3","0","40000000","8100","500","800","300","600","0","0","0","0"
"754","Necklace","6","4","20","65000000","10800","1500","2000","1300","1800","900","900","800","800"
"755","Necklace","6","5","20","90000000","13500","500","800","300","600","0","0","0","0"
"756","Necklace","6","6","20","140000000","16200","500","800","300","600","0","0","0","0"
"757","Necklace","6","7","20","200000000","18900","500","800","300","600","0","0","0","0"
"758","Necklace","6","8","40","280000000","21600","1500","2000","1300","1800","900","900","800","800"
"759","Necklace","6","9","40","400000000","24300","500","800","300","600","0","0","0","0"
"760","Necklace","6","10","40","500000000","27000","500","800","300","600","0","0","0","0"
"761","Necklace","6","11","40","600000000","29700","500","800","300","600","0","0","0","0"
"762","Necklace","6","12","60","700000000","32400","1500","2000","1300","1800","900","900","800","800"
"763","Necklace","6","13","60","850000000","35100","500","800","300","600","0","0","0","0"
"764","Necklace","6","14","60","1000000000","37800","500","800","300","600","0","0","0","0"
"765","Necklace","6","15","60","1150000000","40500","500","800","300","600","0","0","0","0"
"766","Necklace","6","16","80","1300000000","43200","1500","2000","1300","1800","900","900","800","800"
"767","Necklace","6","17","80","1450000000","45900","500","800","300","600","0","0","0","0"
"768","Necklace","6","18","80","1600000000","48600","500","800","300","600","0","0","0","0"
"769","Necklace","6","19","80","1750000000","51300","500","800","300","600","0","0","0","0"
"770","Necklace","6","20","120","1900000000","54000","1500","2000","1300","1800","900","900","800","800"
"771","Necklace","6","21","120","2050000000","56700","500","800","300","600","0","0","0","0"
"772","Necklace","6","22","120","2200000000","59400","500","800","300","600","0","0","0","0"
"773","Necklace","6","23","120","2350000000","62100","500","800","300","600","0","0","0","0"
"774","Necklace","6","24","160","2500000000","64800","1500","2000","1300","1800","900","900","800","800"
"775","Necklace","6","25","160","2650000000","67500","500","800","300","600","0","0","0","0"
"776","Necklace","6","26","320","2800000000","70200","300","500","240","400","0","0","0","0"
"777","Necklace","6","27","480","2950000000","72900","300","500","240","400","0","0","0","0"
"778","Necklace","6","28","640","3100000000","75600","780","1300","720","1200","900","900","800","800"
"779","Necklace","6","29","800","3250000000","78300","240","400","180","300","0","0","0","0"
"780","Necklace","6","30","960","3400000000","81000","240","400","180","300","0","0","0","0"
"781","Necklace","6","31","1200","3550000000","83700","240","400","180","300","0","0","0","0"
"782","Necklace","6","32","1500","3700000000","86400","480","800","480","800","900","900","800","800"
"783","Necklace","6","33","3000","3850000000","89100","180","300","120","200","0","0","0","0"
"784","Necklace","6","34","5000","4000000000","91800","180","300","120","200","0","0","0","0"
"785","Necklace","6","35","8000","4150000000","94500","180","300","120","200","0","0","0","0"
"786","Necklace","6","36","12000","4300000000","97200","360","600","300","500","900","900","800","800"
"787","Necklace","6","37","20000","4450000000","99900","120","200","90","150","0","0","0","0"
"788","Necklace","6","38","40000","4600000000","102600","120","200","90","150","0","0","0","0"
"789","Necklace","6","39","80000","4750000000","105300","120","200","90","150","0","0","0","0"
"790","Necklace","6","40","160000","4900000000","108000","240","400","180","300","900","900","800","800"
"791","Ring","6","1","0","15000000","2700","500","800","300","600","0","0","0","0"
"792","Ring","6","2","0","25000000","5400","500","800","300","600","0","0","0","0"
"793","Ring","6","3","0","40000000","8100","500","800","300","600","0","0","0","0"
"794","Ring","6","4","20","65000000","10800","1500","2000","1300","1800","900","900","800","800"
"795","Ring","6","5","20","90000000","13500","500","800","300","600","0","0","0","0"
"796","Ring","6","6","20","140000000","16200","500","800","300","600","0","0","0","0"
"797","Ring","6","7","20","200000000","18900","500","800","300","600","0","0","0","0"
"798","Ring","6","8","40","280000000","21600","1500","2000","1300","1800","900","900","800","800"
"799","Ring","6","9","40","400000000","24300","500","800","300","600","0","0","0","0"
"800","Ring","6","10","40","500000000","27000","500","800","300","600","0","0","0","0"
"801","Ring","6","11","40","600000000","29700","500","800","300","600","0","0","0","0"
"802","Ring","6","12","60","700000000","32400","1500","2000","1300","1800","900","900","800","800"
"803","Ring","6","13","60","850000000","35100","500","800","300","600","0","0","0","0"
"804","Ring","6","14","60","1000000000","37800","500","800","300","600","0","0","0","0"
"805","Ring","6","15","60","1150000000","40500","500","800","300","600","0","0","0","0"
"806","Ring","6","16","80","1300000000","43200","1500","2000","1300","1800","900","900","800","800"
"807","Ring","6","17","80","1450000000","45900","500","800","300","600","0","0","0","0"
"808","Ring","6","18","80","1600000000","48600","500","800","300","600","0","0","0","0"
"809","Ring","6","19","80","1750000000","51300","500","800","300","600","0","0","0","0"
"810","Ring","6","20","120","1900000000","54000","1500","2000","1300","1800","900","900","800","800"
"811","Ring","6","21","120","2050000000","56700","500","800","300","600","0","0","0","0"
"812","Ring","6","22","120","2200000000","59400","500","800","300","600","0","0","0","0"
"813","Ring","6","23","120","2350000000","62100","500","800","300","600","0","0","0","0"
"814","Ring","6","24","160","2500000000","64800","1500","2000","1300","1800","900","900","800","800"
"815","Ring","6","25","160","2650000000","67500","500","800","300","600","0","0","0","0"
"816","Ring","6","26","320","2800000000","70200","300","500","240","400","0","0","0","0"
"817","Ring","6","27","480","2950000000","72900","300","500","240","400","0","0","0","0"
"818","Ring","6","28","640","3100000000","75600","780","1300","720","1200","900","900","800","800"
"819","Ring","6","29","800","3250000000","78300","240","400","180","300","0","0","0","0"
"820","Ring","6","30","960","3400000000","81000","240","400","180","300","0","0","0","0"
"821","Ring","6","31","1200","3550000000","83700","240","400","180","300","0","0","0","0"
"822","Ring","6","32","1500","3700000000","86400","480","800","480","800","900","900","800","800"
"823","Ring","6","33","3000","3850000000","89100","180","300","120","200","0","0","0","0"
"824","Ring","6","34","5000","4000000000","91800","180","300","120","200","0","0","0","0"
"825","Ring","6","35","8000","4150000000","94500","180","300","120","200","0","0","0","0"
"826","Ring","6","36","12000","4300000000","97200","360","600","300","500","900","900","800","800"
"827","Ring","6","37","20000","4450000000","99900","120","200","90","150","0","0","0","0"
"828","Ring","6","38","40000","4600000000","102600","120","200","90","150","0","0","0","0"
"829","Ring","6","39","80000","4750000000","105300","120","200","90","150","0","0","0","0"
"830","Ring","6","40","160000","4900000000","108000","240","400","180","300","900","900","800","800"
"831","Aura","6","1","0","240000","1","2500","2600","2500","2600","5000","5100","0","0"
"832","Aura","6","2","0","574084","1","1200","1300","1200","1300","1000","1100","0","0"
"833","Aura","6","3","0","1205501","1","1200","1300","1200","1300","1000","1100","800","900"
"834","Aura","6","4","0","3030296","1","1200","1300","1200","1300","2000","2100","0","0"
"835","Aura","6","5","0","5767488","1","1800","1900","1800","1900","2000","2100","0","0"
"836","Aura","6","6","0","9873276","1","2500","2600","2500","2600","3000","3100","800","900"
"837","Aura","6","7","0","16031958","1","2500","2600","2500","2600","2000","2000","200","200"
"838","Aura","6","8","0","25269981","1","2500","2600","2500","2600","2000","2000","200","200"
"839","Aura","6","9","0","39127015","1","2500","2600","2500","2600","5000","5100","800","900"
"840","Aura","6","10","0","59912566","1","2000","2100","2000","2100","1500","1600","200","200"
"841","Aura","6","11","0","91090892","1","1800","1900","1800","1900","1500","1600","200","200"
"842","Aura","6","12","0","137858381","1","1600","1700","1600","1700","1500","1600","200","200"
"843","Aura","6","13","0","208009614","1","1600","1700","1600","1700","1500","1600","200","200"
"844","Aura","6","14","0","313236463","1","1600","1700","1600","1700","1500","1600","200","200"
"845","Aura","6","15","0","471076736","1","1600","1700","1600","1700","1500","1600","200","200"
"846","Aura","6","16","0","707837145","1","1600","1700","1600","1700","1500","1600","200","200"
"847","Aura","6","17","0","1062977758","1","1600","1700","1600","1700","1500","1600","200","200"
"848","Aura","6","18","0","1595688677","1","1600","1700","1600","1700","1500","1600","200","200"
"849","Aura","6","19","0","2394755055","1","1600","1700","1600","1700","1500","1600","200","200"
"850","Aura","6","20","0","3593354622","1","1600","1700","1600","1700","1500","1600","200","200"
"851","Aura","6","21","0","5391253972","1","1600","1700","1600","1700","1500","1600","200","200"
"852","Grimoire","3","1","0","800","1","2000","2100","2000","2100","0","0","0","0"
"853","Grimoire","3","2","0","1600","1","2000","2100","2000","2100","0","0","0","0"
"854","Grimoire","3","3","0","3200","1","2000","2100","2000","2100","1000","1100","800","900"
"855","Grimoire","3","4","0","6400","1","1600","1700","1600","1700","0","0","0","0"
"856","Grimoire","3","5","0","12800","1","1600","1700","1600","1700","0","0","0","0"
"857","Grimoire","3","6","0","25600","1","1600","1700","1600","1700","1000","1100","800","900"
"858","Grimoire","3","7","0","51200","1","900","1000","900","1000","0","0","0","0"
"859","Grimoire","3","8","0","102400","1","900","1000","900","1000","0","0","0","0"
"860","Grimoire","3","9","0","204800","1","900","1000","900","1000","1000","1100","800","900"
"861","Grimoire","3","10","0","409600","1","900","1000","900","1000","800","900","200","200"
"862","Grimoire","3","11","0","819200","1","900","1000","900","1000","800","900","200","200"
"863","Grimoire","3","12","0","1638400","1","900","1000","900","1000","800","900","200","200"
"864","Grimoire","3","13","0","3276800","1","900","1000","900","1000","800","900","200","200"
"865","Grimoire","3","14","0","6553600","1","900","1000","900","1000","800","900","200","200"
"866","Grimoire","3","15","0","13107200","1","900","1000","900","1000","800","900","200","200"
"867","Grimoire","3","16","0","26214400","1","900","1000","900","1000","800","900","200","200"
"868","Grimoire","3","17","0","52428800","1","900","1000","900","1000","800","900","200","200"
"869","Grimoire","3","18","0","104857600","1","900","1000","900","1000","800","900","200","200"
"870","Grimoire","3","19","0","209715200","1","900","1000","900","1000","800","900","200","200"
"871","Grimoire","3","20","0","419430400","1","900","1000","900","1000","800","900","200","200"
"872","Grimoire","3","21","0","838860800","1","900","1000","900","1000","800","900","200","200"
"873","Grimoire","4","1","0","8000","1","2000","2100","2000","2100","0","0","0","0"
"874","Grimoire","4","2","0","16000","1","2000","2100","2000","2100","0","0","0","0"
"875","Grimoire","4","3","0","32000","1","2000","2100","2000","2100","3000","3100","800","900"
"876","Grimoire","4","4","0","64000","1","1600","1700","1600","1700","0","0","0","0"
"877","Grimoire","4","5","0","128000","1","1600","1700","1600","1700","0","0","0","0"
"878","Grimoire","4","6","0","256000","1","1600","1700","1600","1700","3000","3100","800","900"
"879","Grimoire","4","7","0","512000","1","900","1000","900","1000","1500","1600","200","200"
"880","Grimoire","4","8","0","1024000","1","900","1000","900","1000","1500","1600","200","200"
"881","Grimoire","4","9","0","2048000","1","900","1000","900","1000","3000","3100","800","900"
"882","Grimoire","4","10","0","4096000","1","900","1000","900","1000","1200","1300","200","200"
"883","Grimoire","4","11","0","8192000","1","900","1000","900","1000","1200","1300","200","200"
"884","Grimoire","4","12","0","16384000","1","900","1000","900","1000","1200","1300","200","200"
"885","Grimoire","4","13","0","32768000","1","900","1000","900","1000","1200","1300","200","200"
"886","Grimoire","4","14","0","65536000","1","900","1000","900","1000","1200","1300","200","200"
"887","Grimoire","4","15","0","131072000","1","900","1000","900","1000","1200","1300","200","200"
"888","Grimoire","4","16","0","262144000","1","900","1000","900","1000","1200","1300","200","200"
"889","Grimoire","4","17","0","524288000","1","900","1000","900","1000","1200","1300","200","200"
"890","Grimoire","4","18","0","1048576000","1","900","1000","900","1000","1200","1300","200","200"
"891","Grimoire","4","19","0","2097152000","1","900","1000","900","1000","1200","1300","200","200"
"892","Grimoire","4","20","0","4194304000","1","900","1000","900","1000","1200","1300","200","200"
"893","Grimoire","4","21","0","8388608000","1","900","1000","900","1000","1200","1300","200","200"
"894","Grimoire","5","1","0","68000","1","2000","2100","2000","2100","0","0","0","0"
"895","Grimoire","5","2","0","115600","1","2000","2100","2000","2100","0","0","0","0"
"896","Grimoire","5","3","0","196520","1","2000","2100","2000","2100","3600","3700","800","900"
"897","Grimoire","5","4","0","334084","1","1600","1700","1600","1700","0","0","0","0"
"898","Grimoire","5","5","0","567942","1","1600","1700","1600","1700","0","0","0","0"
"899","Grimoire","5","6","0","965501","1","1600","1700","1600","1700","5000","5100","800","900"
"900","Grimoire","5","7","0","1641351","1","900","1000","900","1000","2000","2100","200","200"
"901","Grimoire","5","8","0","2790296","1","900","1000","900","1000","2000","2100","200","200"
"902","Grimoire","5","9","0","4743503","1","900","1000","900","1000","5000","5100","800","900"
"903","Grimoire","5","10","0","8063955","1","900","1000","900","1000","1500","1600","200","200"
"904","Grimoire","5","11","0","13708723","1","900","1000","900","1000","1500","1600","200","200"
"905","Grimoire","5","12","0","23304829","1","900","1000","900","1000","1500","1600","200","200"
"906","Grimoire","5","13","0","39618209","1","900","1000","900","1000","1500","1600","200","200"
"907","Grimoire","5","14","0","67350955","1","900","1000","900","1000","1500","1600","200","200"
"908","Grimoire","5","15","0","114496623","1","900","1000","900","1000","1500","1600","200","200"
"909","Grimoire","5","16","0","194644259","1","900","1000","900","1000","1500","1600","200","200"
"910","Grimoire","5","17","0","330895240","1","900","1000","900","1000","1500","1600","200","200"
"911","Grimoire","5","18","0","562521908","1","900","1000","900","1000","1500","1600","200","200"
"912","Grimoire","5","19","0","956287243","1","900","1000","900","1000","1500","1600","200","200"
"913","Grimoire","5","20","0","1625688313","1","900","1000","900","1000","1500","1600","200","200"
"914","Grimoire","5","21","0","2763670132","1","900","1000","900","1000","1500","1600","200","200"
"915","Grimoire","6","1","0","240000","1","2500","2600","2500","2600","5000","5100","0","0"
"916","Grimoire","6","2","0","574084","1","2500","2600","2500","2600","1000","1100","0","0"
"917","Grimoire","6","3","0","1205501","1","2500","2600","2500","2600","1000","1100","800","900"
"918","Grimoire","6","4","0","3030296","1","1900","2000","1900","2000","2000","2100","0","0"
"919","Grimoire","6","5","0","5767488","1","1900","2000","1900","2000","2000","2100","0","0"
"920","Grimoire","6","6","0","9873276","1","1900","2000","1900","2000","3000","3100","800","900"
"921","Grimoire","6","7","0","16031958","1","1200","1300","1200","1300","2000","2000","200","200"
"922","Grimoire","6","8","0","25269981","1","1200","1300","1200","1300","2000","2000","200","200"
"923","Grimoire","6","9","0","39127015","1","1200","1300","1200","1300","5000","5100","800","900"
"924","Grimoire","6","10","0","59912566","1","1200","1300","1200","1300","1500","1600","200","200"
"925","Grimoire","6","11","0","91090892","1","1200","1300","1200","1300","1500","1600","200","200"
"926","Grimoire","6","12","0","137858381","1","1200","1300","1200","1300","1500","1600","200","200"
"927","Grimoire","6","13","0","208009614","1","1200","1300","1200","1300","1500","1600","200","200"
"928","Grimoire","6","14","0","313236463","1","1200","1300","1200","1300","1500","1600","200","200"
"929","Grimoire","6","15","0","471076736","1","1200","1300","1200","1300","1500","1600","200","200"
"930","Grimoire","6","16","0","707837145","1","1200","1300","1200","1300","1500","1600","200","200"
"931","Grimoire","6","17","0","1062977758","1","1200","1300","1200","1300","1500","1600","200","200"
"932","Grimoire","6","18","0","1595688677","1","1200","1300","1200","1300","1500","1600","200","200"
"933","Grimoire","6","19","0","2394755055","1","1200","1300","1200","1300","1500","1600","200","200"
"934","Grimoire","6","20","0","3593354622","1","1200","1300","1200","1300","1500","1600","200","200"
"935","Grimoire","6","21","0","5391253972","1","1200","1300","1200","1300","1500","1600","200","200"
"936","Weapon","7","1","0","160000000","2700","500","800","300","600","0","0","0","0"
"937","Weapon","7","2","0","320000000","5400","500","800","300","600","0","0","0","0"
"938","Weapon","7","3","0","560000000","8100","500","800","300","600","0","0","0","0"
"939","Weapon","7","4","40","800000000","10800","1500","2000","1300","1800","900","900","800","800"
"940","Weapon","7","5","40","1200000000","13500","500","800","300","600","0","0","0","0"
"941","Weapon","7","6","40","1680000000","16200","500","800","300","600","0","0","0","0"
"942","Weapon","7","7","40","2240000000","18900","500","800","300","600","0","0","0","0"
"943","Weapon","7","8","80","2880000000","21600","1500","2000","1300","1800","900","900","800","800"
"944","Weapon","7","9","80","3840000000","24300","500","800","300","600","0","0","0","0"
"945","Weapon","7","10","120","4800000000","27000","500","800","300","600","0","0","0","0"
"946","Weapon","7","11","120","6000000000","29700","500","800","300","600","0","0","0","0"
"947","Weapon","7","12","160","7200000000","32400","1500","2000","1300","1800","900","900","800","800"
"948","Weapon","7","13","160","8800000000","35100","500","800","300","600","0","0","0","0"
"949","Weapon","7","14","200","10400000000","37800","500","800","300","600","0","0","0","0"
"950","Weapon","7","15","200","12000000000","40500","500","800","300","600","0","0","0","0"
"951","Weapon","7","16","250","14400000000","43200","1500","2000","1300","1800","900","900","800","800"
"952","Weapon","7","17","250","17600000000","45900","500","800","300","600","0","0","0","0"
"953","Weapon","7","18","300","20800000000","48600","500","800","300","600","0","0","0","0"
"954","Weapon","7","19","300","24000000000","51300","500","800","300","600","0","0","0","0"
"955","Weapon","7","20","400","27200000000","54000","1500","2000","1300","1800","900","900","800","800"
"956","Weapon","7","21","800","30400000000","56700","500","800","300","600","0","0","0","0"
"957","Weapon","7","22","1200","33600000000","59400","500","800","300","600","0","0","0","0"
"958","Weapon","7","23","1600","36800000000","62100","500","800","300","600","0","0","0","0"
"959","Weapon","7","24","2000","40000000000","64800","1500","2000","1300","1800","900","900","800","800"
"960","Weapon","7","25","2500","43200000000","67500","500","800","300","600","0","0","0","0"
"961","Weapon","7","26","3000","46400000000","70200","300","500","240","400","0","0","0","0"
"962","Weapon","7","27","3500","49600000000","72900","300","500","240","400","0","0","0","0"
"963","Weapon","7","28","4000","52800000000","75600","780","1300","720","1200","900","900","800","800"
"964","Weapon","7","29","4500","56000000000","78300","240","400","180","300","0","0","0","0"
"965","Weapon","7","30","5000","59200000000","81000","240","400","180","300","0","0","0","0"
"966","Weapon","7","31","6000","67200000000","83700","240","400","180","300","0","0","0","0"
"967","Weapon","7","32","7000","75200000000","86400","480","800","480","800","900","900","800","800"
"968","Weapon","7","33","8000","88000000000","89100","180","300","120","200","0","0","0","0"
"969","Weapon","7","34","9000","104000000000","91800","180","300","120","200","0","0","0","0"
"970","Weapon","7","35","10000","120000000000","94500","180","300","120","200","0","0","0","0"
"971","Weapon","7","36","15000","136000000000","97200","360","600","300","500","900","900","800","800"
"972","Weapon","7","37","20000","160000000000","99900","120","200","90","150","0","0","0","0"
"973","Weapon","7","38","25000","200000000000","102600","120","200","90","150","0","0","0","0"
"974","Weapon","7","39","30000","240000000000","105300","120","200","90","150","0","0","0","0"
"975","Weapon","7","40","40000","320000000000","108000","240","400","180","300","900","900","800","800"
"976","Armor","7","1","0","160000000","2700","500","800","300","600","0","0","0","0"
"977","Armor","7","2","0","320000000","5400","500","800","300","600","0","0","0","0"
"978","Armor","7","3","0","560000000","8100","500","800","300","600","0","0","0","0"
"979","Armor","7","4","40","800000000","10800","1500","2000","1300","1800","900","900","800","800"
"980","Armor","7","5","40","1200000000","13500","500","800","300","600","0","0","0","0"
"981","Armor","7","6","40","1680000000","16200","500","800","300","600","0","0","0","0"
"982","Armor","7","7","40","2240000000","18900","500","800","300","600","0","0","0","0"
"983","Armor","7","8","80","2880000000","21600","1500","2000","1300","1800","900","900","800","800"
"984","Armor","7","9","80","3840000000","24300","500","800","300","600","0","0","0","0"
"985","Armor","7","10","120","4800000000","27000","500","800","300","600","0","0","0","0"
"986","Armor","7","11","120","6000000000","29700","500","800","300","600","0","0","0","0"
"987","Armor","7","12","160","7200000000","32400","1500","2000","1300","1800","900","900","800","800"
"988","Armor","7","13","160","8800000000","35100","500","800","300","600","0","0","0","0"
"989","Armor","7","14","200","10400000000","37800","500","800","300","600","0","0","0","0"
"990","Armor","7","15","200","12000000000","40500","500","800","300","600","0","0","0","0"
"991","Armor","7","16","250","14400000000","43200","1500","2000","1300","1800","900","900","800","800"
"992","Armor","7","17","250","17600000000","45900","500","800","300","600","0","0","0","0"
"993","Armor","7","18","300","20800000000","48600","500","800","300","600","0","0","0","0"
"994","Armor","7","19","300","24000000000","51300","500","800","300","600","0","0","0","0"
"995","Armor","7","20","400","27200000000","54000","1500","2000","1300","1800","900","900","800","800"
"996","Armor","7","21","800","30400000000","56700","500","800","300","600","0","0","0","0"
"997","Armor","7","22","1200","33600000000","59400","500","800","300","600","0","0","0","0"
"998","Armor","7","23","1600","36800000000","62100","500","800","300","600","0","0","0","0"
"999","Armor","7","24","2000","40000000000","64800","1500","2000","1300","1800","900","900","800","800"
"1000","Armor","7","25","2500","43200000000","67500","500","800","300","600","0","0","0","0"
"1001","Armor","7","26","3000","46400000000","70200","300","500","240","400","0","0","0","0"
"1002","Armor","7","27","3500","49600000000","72900","300","500","240","400","0","0","0","0"
"1003","Armor","7","28","4000","52800000000","75600","780","1300","720","1200","900","900","800","800"
"1004","Armor","7","29","4500","56000000000","78300","240","400","180","300","0","0","0","0"
"1005","Armor","7","30","5000","59200000000","81000","240","400","180","300","0","0","0","0"
"1006","Armor","7","31","6000","67200000000","83700","240","400","180","300","0","0","0","0"
"1007","Armor","7","32","7000","75200000000","86400","480","800","480","800","900","900","800","800"
"1008","Armor","7","33","8000","88000000000","89100","180","300","120","200","0","0","0","0"
"1009","Armor","7","34","9000","104000000000","91800","180","300","120","200","0","0","0","0"
"1010","Armor","7","35","10000","120000000000","94500","180","300","120","200","0","0","0","0"
"1011","Armor","7","36","15000","136000000000","97200","360","600","300","500","900","900","800","800"
"1012","Armor","7","37","20000","160000000000","99900","120","200","90","150","0","0","0","0"
"1013","Armor","7","38","25000","200000000000","102600","120","200","90","150","0","0","0","0"
"1014","Armor","7","39","30000","240000000000","105300","120","200","90","150","0","0","0","0"
"1015","Armor","7","40","40000","320000000000","108000","240","400","180","300","900","900","800","800"
"1016","Belt","7","1","0","160000000","2700","500","800","300","600","0","0","0","0"
"1017","Belt","7","2","0","320000000","5400","500","800","300","600","0","0","0","0"
"1018","Belt","7","3","0","560000000","8100","500","800","300","600","0","0","0","0"
"1019","Belt","7","4","40","800000000","10800","1500","2000","1300","1800","900","900","800","800"
"1020","Belt","7","5","40","1200000000","13500","500","800","300","600","0","0","0","0"
"1021","Belt","7","6","40","1680000000","16200","500","800","300","600","0","0","0","0"
"1022","Belt","7","7","40","2240000000","18900","500","800","300","600","0","0","0","0"
"1023","Belt","7","8","80","2880000000","21600","1500","2000","1300","1800","900","900","800","800"
"1024","Belt","7","9","80","3840000000","24300","500","800","300","600","0","0","0","0"
"1025","Belt","7","10","120","4800000000","27000","500","800","300","600","0","0","0","0"
"1026","Belt","7","11","120","6000000000","29700","500","800","300","600","0","0","0","0"
"1027","Belt","7","12","160","7200000000","32400","1500","2000","1300","1800","900","900","800","800"
"1028","Belt","7","13","160","8800000000","35100","500","800","300","600","0","0","0","0"
"1029","Belt","7","14","200","10400000000","37800","500","800","300","600","0","0","0","0"
"1030","Belt","7","15","200","12000000000","40500","500","800","300","600","0","0","0","0"
"1031","Belt","7","16","250","14400000000","43200","1500","2000","1300","1800","900","900","800","800"
"1032","Belt","7","17","250","17600000000","45900","500","800","300","600","0","0","0","0"
"1033","Belt","7","18","300","20800000000","48600","500","800","300","600","0","0","0","0"
"1034","Belt","7","19","300","24000000000","51300","500","800","300","600","0","0","0","0"
"1035","Belt","7","20","400","27200000000","54000","1500","2000","1300","1800","900","900","800","800"
"1036","Belt","7","21","800","30400000000","56700","500","800","300","600","0","0","0","0"
"1037","Belt","7","22","1200","33600000000","59400","500","800","300","600","0","0","0","0"
"1038","Belt","7","23","1600","36800000000","62100","500","800","300","600","0","0","0","0"
"1039","Belt","7","24","2000","40000000000","64800","1500","2000","1300","1800","900","900","800","800"
"1040","Belt","7","25","2500","43200000000","67500","500","800","300","600","0","0","0","0"
"1041","Belt","7","26","3000","46400000000","70200","300","500","240","400","0","0","0","0"
"1042","Belt","7","27","3500","49600000000","72900","300","500","240","400","0","0","0","0"
"1043","Belt","7","28","4000","52800000000","75600","780","1300","720","1200","900","900","800","800"
"1044","Belt","7","29","4500","56000000000","78300","240","400","180","300","0","0","0","0"
"1045","Belt","7","30","5000","59200000000","81000","240","400","180","300","0","0","0","0"
"1046","Belt","7","31","6000","67200000000","83700","240","400","180","300","0","0","0","0"
"1047","Belt","7","32","7000","75200000000","86400","480","800","480","800","900","900","800","800"
"1048","Belt","7","33","8000","88000000000","89100","180","300","120","200","0","0","0","0"
"1049","Belt","7","34","9000","104000000000","91800","180","300","120","200","0","0","0","0"
"1050","Belt","7","35","10000","120000000000","94500","180","300","120","200","0","0","0","0"
"1051","Belt","7","36","15000","136000000000","97200","360","600","300","500","900","900","800","800"
"1052","Belt","7","37","20000","160000000000","99900","120","200","90","150","0","0","0","0"
"1053","Belt","7","38","25000","200000000000","102600","120","200","90","150","0","0","0","0"
"1054","Belt","7","39","30000","240000000000","105300","120","200","90","150","0","0","0","0"
"1055","Belt","7","40","40000","320000000000","108000","240","400","180","300","900","900","800","800"
"1056","Necklace","7","1","0","160000000","2700","500","800","300","600","0","0","0","0"
"1057","Necklace","7","2","0","320000000","5400","500","800","300","600","0","0","0","0"
"1058","Necklace","7","3","0","560000000","8100","500","800","300","600","0","0","0","0"
"1059","Necklace","7","4","40","800000000","10800","1500","2000","1300","1800","900","900","800","800"
"1060","Necklace","7","5","40","1200000000","13500","500","800","300","600","0","0","0","0"
"1061","Necklace","7","6","40","1680000000","16200","500","800","300","600","0","0","0","0"
"1062","Necklace","7","7","40","2240000000","18900","500","800","300","600","0","0","0","0"
"1063","Necklace","7","8","80","2880000000","21600","1500","2000","1300","1800","900","900","800","800"
